Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR22314234,2022-12-06 22:08:19,2022-11-16 14:39:20,61840,234623208,0,3794,199,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22314/SRR22314234/SRR22314234.1,SRX18287675,MBWGS204_NP,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP408274,PRJNA902023,3,902023,SRS15779431,SAMN31746122,simple,1765,Mycobacterium tuberculosis variant bovis,2018/0565,,,,,,,no,,,,,CANADIAN FOOD INSPECTION AGENCY,SRA1541905,,public,03F0581AF28C68D217F2E69081CFD9AA,CF651D19F8CFDF0D8B54B147399A6529
SRR23325070,2023-02-23 15:31:14,2023-02-02 19:06:00,71783,192922878,0,2687,159,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR023/23325/SRR23325070/SRR23325070.1,SRX19267297,MBWGS351_NP,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP420745,PRJNA930491,3,930491,SRS16669432,SAMN33010680,simple,1765,Mycobacterium tuberculosis variant bovis,2022/0038,,,,,,,no,,,,,CANADIAN FOOD INSPECTION AGENCY,SRA1584207,,public,6FC30B16EC5EE13A1EB85711ED77ED78,6F7AC5606D4CBA3B5859B3DA4B0E27E0
SRR29584401,2024-10-22 16:13:04,2024-06-26 21:59:40,139898,527332984,0,3769,441,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR029/29584/SRR29584401/SRR29584401.1,SRX25091033,MBWGS366_NP,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP496191,PRJNA1089215,,1089215,SRS20781298,SAMN40530662,simple,1765,Mycobacterium tuberculosis variant bovis,2023/0113,,,,,,,no,,,,,CANADIAN FOOD INSPECTION AGENCY,SRA1910395,,public,F39114EF6D87DFA4C3C9635C420E76AB,0DC9167EEBE6B10D8B8850DE38A5A5F1
SRR17231610,2021-12-14 21:04:24,2021-12-14 18:53:46,257823,1413083636,0,5480,340,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR017/17231/SRR17231610/SRR17231610.lite.1,SRX13410718,DNA011,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP153211,PRJNA480888,,480888,SRS3542715,SAMN09651666,simple,1773,Mycobacterium tuberculosis,2083,,,,,,,no,,,,,NIH / NIAID,SRA1343729,,public,BD43AB23F437C6CC6B141FE6F9F19473,DFAB806832C39899E10FF2B431C07349
SRR25905991,2023-10-11 08:02:06,2023-09-05 07:16:36,5247632,1574289600,5247632,300,538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25905/SRR25905991/SRR25905991.lite.1,SRX21626086,21-2332,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP278968,PRJNA659624,,659624,SRS18797506,SAMN37279680,simple,1773,Mycobacterium tuberculosis,21-2332-H,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1704858,,public,E109E1E4AC283DECC6FC27A8ECD08302,017BA0466ED28FCD8E283EC786D0203E
SRR25905990,2023-10-11 08:02:06,2023-09-05 07:16:58,4634058,1390217400,4634058,300,453,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25905/SRR25905990/SRR25905990.lite.1,SRX21626087,22-3131,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP278968,PRJNA659624,,659624,SRS18797507,SAMN37279681,simple,1773,Mycobacterium tuberculosis,22-3131-H,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1704858,,public,6530AC0A3BB30ECD59688999AB8EC844,EC6DB3CEEBDC92935B824539AF2576CE
SRR25445073,2023-11-30 00:03:37,2023-07-28 04:56:45,41226,93414663,0,2265,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR025/25445/SRR25445073/SRR25445073.1,SRX21178329,22-4682,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18439186,SAMN36736233,simple,1773,Mycobacterium tuberculosis,22-4682,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682078,,public,2AA010C181A4BB4092578955C575E354,544DB5DD8D8C1C0ADF97470FB491A68E
SRR25446753,2023-10-11 08:02:05,2023-07-28 11:40:10,41226,93414663,0,2265,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446753/SRR25446753.1,SRX21179978,22-4682,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440551,SAMN36744120,simple,1773,Mycobacterium tuberculosis,22-4682_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,2AA010C181A4BB4092578955C575E354,544DB5DD8D8C1C0ADF97470FB491A68E
SRR25446752,2023-10-11 08:02:05,2023-07-28 11:39:16,9795,23370304,0,2385,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446752/SRR25446752.1,SRX21179979,22-4892,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440552,SAMN36744121,simple,1773,Mycobacterium tuberculosis,22-4892_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,2AE3864E87ED1B241EC36447546C6697,AE1D808517645A40EF7C9CA5C10052C0
SRR25446751,2023-10-11 08:02:05,2023-07-28 11:39:56,23782,59529681,0,2503,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446751/SRR25446751.1,SRX21179980,22-4896,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440550,SAMN36744122,simple,1773,Mycobacterium tuberculosis,22-4896_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,4C35AA12AEB47386AB6C089A8FEF4FE0,37659FD82E2716B52D70E5F9C9C000EB
SRR25446750,2023-10-11 08:02:05,2023-07-28 11:42:12,134018,491674948,0,3668,416,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446750/SRR25446750.1,SRX21179981,22-5191,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440553,SAMN36744123,simple,1773,Mycobacterium tuberculosis,22-5191_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,CDC159F075187A53B8AB59C4177FFAE2,49B73CEE15D1DFBEF3BDC0C086968768
SRR25446749,2023-10-11 08:02:05,2023-07-28 11:41:03,150518,254258345,0,1689,219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446749/SRR25446749.1,SRX21179982,22-5194,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440554,SAMN36744124,simple,1773,Mycobacterium tuberculosis,22-5194_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,97057083E5BCEF6D649D57B940659E29,E51E5CF56DC32E397ECC854231BE1F35
SRR25446748,2023-10-11 08:02:05,2023-07-28 11:40:30,474920,586014767,0,1233,509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446748/SRR25446748.1,SRX21179983,22-5539,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440555,SAMN36744125,simple,1773,Mycobacterium tuberculosis,22-5539_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,1F3F0F9A15F17FAC669483F80D07631D,4B9C2A2F868C0DEE1FD9AD9AF892EC58
SRR25446747,2023-10-11 08:02:05,2023-07-28 11:41:05,144000,230506723,0,1600,199,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446747/SRR25446747.1,SRX21179984,22-5540,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440557,SAMN36744126,simple,1773,Mycobacterium tuberculosis,22-5540_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,4CB4C437AED926EAAE8934C2FB884631,7DDD06EE447E8DF81D5D7242A8DA43C2
SRR25446746,2023-10-11 08:02:05,2023-07-28 11:40:06,85840,248489903,0,2894,210,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446746/SRR25446746.1,SRX21179985,22-5542,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440556,SAMN36744127,simple,1773,Mycobacterium tuberculosis,22-5542_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,9D06314C46E85FBCF4B4E5B78DE830D6,CE5CCCC4452FA4209B8B4F972F981E3A
SRR25446745,2023-10-11 08:02:05,2023-07-28 11:40:28,113985,230485896,0,2022,196,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446745/SRR25446745.1,SRX21179986,22-5543,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440558,SAMN36744128,simple,1773,Mycobacterium tuberculosis,22-5543_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,71FF1E6680D8EE0340633D7CF8825F84,B44D556A79837083CF245F3C10182395
SRR25446744,2023-10-11 08:02:05,2023-07-28 11:40:50,233437,501950480,0,2150,427,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR025/25446/SRR25446744/SRR25446744.1,SRX21179987,22-5544,WGS,other,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP278968,PRJNA659624,,659624,SRS18440559,SAMN36744129,simple,1773,Mycobacterium tuberculosis,22-5544_ONT,,,,,,,no,,,,,INSTITUT PASTEUR DE MADAGASCAR,SRA1682181,,public,5222B3F38FE3D8CEB0D151E15B4D0476,995BB1B8DDDD0AA3BB7FA247E64CEC0F
SRR17231609,2021-12-14 21:04:24,2021-12-14 18:55:30,461293,3143299545,0,6814,757,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17231/SRR17231609/SRR17231609.lite.1,SRX13410719,DNA120,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP153211,PRJNA480888,,480888,SRS3542705,SAMN09651713,simple,1773,Mycobacterium tuberculosis,2968,,,,,,,no,,,,,NIH / NIAID,SRA1343729,,public,B083C29CC81DD631570752D49C5926E6,C4B6991C8B9703E327743E97756A9C67
SRR17231612,2021-12-14 21:04:24,2021-12-14 18:54:15,366942,2185528928,0,5956,526,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17231/SRR17231612/SRR17231612.lite.1,SRX13410716,DNA028,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP153211,PRJNA480888,,480888,SRS3542700,SAMN09651722,simple,1773,Mycobacterium tuberculosis,2995,,,,,,,no,,,,,NIH / NIAID,SRA1343729,,public,2E990CD2A21CE97945B99B28304DDAA4,82D6169CD8AA415925DCC585F69E0C63
SRR14196858,2021-04-09 18:31:41,2021-04-09 13:18:51,1006913,1421283823,0,1411,1231,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14196/SRR14196858/SRR14196858.lite.1,SRX10563622,3003-06_LR,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP314211,PRJNA720906,,720906,SRS8670057,SAMN18521321,simple,1494075,Mycobacterium tuberculosis complex sp.,3003-06,,,,,,,no,,,,,UMCG,SRA1216725,,public,BD103A9A8F7C352230763AE2A404E283,CC8C8AB075CC5E4181190AC06EA475E5
SRR17231611,2021-12-14 21:04:24,2021-12-14 18:53:33,356430,2125787680,0,5964,512,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17231/SRR17231611/SRR17231611.1,SRX13410717,DNA017,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP153211,PRJNA480888,,480888,SRS3542728,SAMN09651748,simple,1773,Mycobacterium tuberculosis,3013,,,,,,,no,,,,,NIH / NIAID,SRA1343729,,public,FCEFBA837D256E7091C6DB100308A8CF,7DBFE73274F1CB2875FB597D4384390B
SRR17231608,2021-12-14 21:04:24,2021-12-14 18:56:02,502853,3304022083,0,6570,796,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17231/SRR17231608/SRR17231608.1,SRX13410720,DNA188,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP153211,PRJNA480888,,480888,SRS3542710,SAMN09651729,simple,1773,Mycobacterium tuberculosis,3169,,,,,,,no,,,,,NIH / NIAID,SRA1343729,,public,3450B3A0056C09360463C0863EAB9ECF,827E94E17B5AC1931D22E98E1D30E1AE
SRR17231411,2021-12-14 19:26:47,2021-12-14 17:53:03,423510,2775202895,0,6552,668,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17231/SRR17231411/SRR17231411.lite.1,SRX13410520,DNA020,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP133963,PRJNA436997,,436997,SRS3020792,SAMN08636983,simple,1773,Mycobacterium tuberculosis,3237,,,,,,,no,,,,,NIH / NIAID,SRA1343701,,public,F1FA05C8306AFC6968DDC0DAEA28EABC,2788C736935D83E838C330E79F5E74BE
SRR17231413,2021-12-14 19:26:47,2021-12-14 17:56:10,821735,5603689112,0,6819,1350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17231/SRR17231413/SRR17231413.1,SRX13410518,DNA033,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP133963,PRJNA436997,,436997,SRS3020770,SAMN08636996,simple,1773,Mycobacterium tuberculosis,3246,,,,,,,no,,,,,NIH / NIAID,SRA1343701,,public,7B6002E7403CD2A822CC158C3D2C8698,FE7DC774D05B72DF2A6D9327C60E8523
SRR17231412,2021-12-14 19:26:47,2021-12-14 17:53:06,384300,2506437044,0,6522,604,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17231/SRR17231412/SRR17231412.lite.1,SRX13410519,DNA044,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP133963,PRJNA436997,,436997,SRS3020826,SAMN08637007,simple,1773,Mycobacterium tuberculosis,3251,,,,,,,no,,,,,NIH / NIAID,SRA1343701,,public,EF2DAE0D8092FED6AE3B7AA88CFA1F2E,FBE37B91CD1D6ACBCEEE36913336EFDE
SRR26283524,2023-10-06 07:08:37,2023-10-06 07:02:37,50152,381402175,0,7604,243,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR026/26283/SRR26283524/SRR26283524.1,SRX21992478,TB3256,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP228479,PRJNA587747,,587747,SRS5609792,SAMN13207936,simple,1773,Mycobacterium tuberculosis,3256,,,,,,,no,,,,,NIH / NIAID,SRA1726065,,public,3DB5CE6899178CE6E41DF41A1FC3F27F,D1C350149CE1E33BD4DC0CDC0A82668A
SRR26283527,2023-10-06 07:08:37,2023-10-06 07:00:26,190685,769417569,0,4035,374,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR026/26283/SRR26283527/SRR26283527.1,SRX21992475,TB3305,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP228479,PRJNA587747,,587747,SRS5609822,SAMN13207943,simple,1773,Mycobacterium tuberculosis,3305,,,,,,,no,,,,,NIH / NIAID,SRA1726065,,public,0E5F2222C5FD7E5481CB9BFB067CF62E,4CAB6C0B7135ED4781DA0281655E64EF
SRR17231410,2021-12-14 21:04:23,2021-12-14 19:35:21,478862,3359681986,0,7015,809,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17231/SRR17231410/SRR17231410.lite.1,SRX13410521,DNA019_Rose,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP133963,PRJNA436997,,436997,SRS3020791,SAMN08636982,simple,1773,Mycobacterium tuberculosis,3334,,,,,,,no,,,,,NIH / NIAID,SRA1343701,,public,4261E7D26206090BC39B0B970DD5EB1F,EB9012583F644A11AB475CFF25506A7B
SRR17231415,2021-12-14 19:26:47,2021-12-14 17:55:33,528423,3646855955,0,6901,878,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17231/SRR17231415/SRR17231415.lite.1,SRX13410516,DNA075,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP133963,PRJNA436997,,436997,SRS3020816,SAMN08637037,simple,1773,Mycobacterium tuberculosis,3368,,,,,,,no,,,,,NIH / NIAID,SRA1343701,,public,EF4512A4620EB2F1BCD1164C4DFBE388,F3D4224F85C0D05213F6C84301F9E16E
SRR17231409,2021-12-14 19:26:47,2021-12-14 17:56:34,402525,2710913501,0,6734,653,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17231/SRR17231409/SRR17231409.lite.1,SRX13410522,DNA086,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP133963,PRJNA436997,,436997,SRS3020766,SAMN08637048,simple,1773,Mycobacterium tuberculosis,3386,,,,,,,no,,,,,NIH / NIAID,SRA1343701,,public,DCC8A999B020309D3CFD63286E1D733F,287D9001678853618B2163BB2823DC2C
SRR17231414,2021-12-14 19:26:47,2021-12-14 17:53:16,582721,3969236080,0,6811,956,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17231/SRR17231414/SRR17231414.lite.1,SRX13410517,DNA091,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP133963,PRJNA436997,,436997,SRS3020758,SAMN08637053,simple,1773,Mycobacterium tuberculosis,3396,,,,,,,no,,,,,NIH / NIAID,SRA1343701,,public,7A5247BFA95FC2698CF118B2DDD05E0C,12869A1E09AE0CDA15421326E600D1F1
SRR26283525,2023-10-06 07:08:37,2023-10-06 07:03:20,56825,456827225,0,8039,285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR026/26283/SRR26283525/SRR26283525.1,SRX21992477,TB3572,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP228479,PRJNA587747,,587747,SRS5609834,SAMN13207954,simple,1773,Mycobacterium tuberculosis,3572,,,,,,,no,,,,,NIH / NIAID,SRA1726065,,public,A00312AA37B93C6991F9A7016E59B400,CB77B9D4FFBCC34318CAAF1D88094554
